KODE,NAMA_PRODUK,UNIT,TANGGAL,NO_TRANSAKSI,QTY_MSK,NILAI_MSK,KATEGORI,QTY_TOTAL,NILAI_TOTAL
M00078,MAPOH,BTL,2021-01-04,1.13-210104.0319-001,2.0,15704.27,MASUK,2.0,15704.27
M00080,MASKER GOLDEN HIJAB,PCS,2021-01-30,1.13-210130.1849-004,300.0,850.0,MASUK,300.0,850.0
M00081,MASKER GOLDEN KARET,PCS,2021-01-30,1.13-210130.1849-004,300.0,650.0,MASUK,300.0,650.0
M00081,MASKER GOLDEN KARET,PCS,2021-02-08,1.11-210208.1520-002,300.0,650.0,MASUK,300.0,650.0
M00081,MASKER GOLDEN KARET,PCS,2021-02-25,1.11-210225.1552-002,300.0,650.0,MASUK,300.0,650.0
M00081,MASKER GOLDEN KARET,PCS,2021-03-17,1.11-210317.1817-007,200.0,540.0,MASUK,200.0,540.0
M00081,MASKER GOLDEN KARET,PCS,2021-03-17,1.11-210317.1809-006,300.0,540.0,MASUK,300.0,540.0
N00000011,NEURALGIN RHEMA,STRIP,2021-07-03,1.13-210703.1645-001,10.0,7480.29,MASUK,10.0,7480.29
N00000011,NEURALGIN RHEMA,STRIP,2021-09-01,1.11-210901.1653-008,10.0,7480.08,MASUK,10.0,7480.08
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-01-20,1.11-210120.0651-001,30.0,1760.16,MASUK,30.0,1760.16
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-02-01,1.11-210201.1825-007,10.0,3411.12,MASUK,10.0,3411.12
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-02-17,1.11-210217.1926-001,5.0,3308.32,MASUK,5.0,3308.32
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-02-17,1.11-210217.1944-004,30.0,1760.19,MASUK,30.0,1760.19
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-03-03,1.13-210303.1306-001,15.0,3307.94,MASUK,15.0,3307.94
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-03-15,1.13-210315.1503-002,10.0,3410.17,MASUK,10.0,3410.17
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-03-17,1.12-210317.1217-005,30.0,1760.0,MASUK,30.0,1760.0
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-03-17,1.13-210317.1250-001,30.0,1760.22,MASUK,30.0,1760.22
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-04-08,1.11-210408.1303-004,10.0,3410.03,MASUK,10.0,3410.03
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-04-26,1.11-210426.1655-002,10.0,3410.31,MASUK,10.0,3410.31
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-05-05,1.13-210505.1814-009,10.0,3307.98,MASUK,10.0,3307.98
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-05-05,1.12-210505.1839-002,20.0,1870.28,MASUK,20.0,1870.28
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-06-02,1.11-210602.1732-011,10.0,3308.1,MASUK,10.0,3308.1
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-06-09,1.11-210609.1308-004,15.0,3307.78,MASUK,15.0,3307.78
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-06-16,1.9-210616.1701-008,15.0,3307.95,MASUK,15.0,3307.95
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-06-25,1.11-210625.1403-006,10.0,1870.13,MASUK,10.0,1870.13
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-06-28,1.11-210628.1522-003,10.0,3410.19,MASUK,10.0,3410.19
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-07-07,1.11-210707.1547-011,15.0,3307.98,MASUK,15.0,3307.98
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-07-08,1.9-210708.1839-004,10.0,3410.14,MASUK,10.0,3410.14
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-07-16,1.11-210716.1048-004,15.0,3410.02,MASUK,15.0,3410.02
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-07-19,1.11-210719.1851-008,10.0,3410.19,MASUK,10.0,3410.19
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-07-22,1.11-210722.1949-005,15.0,3410.43,MASUK,15.0,3410.43
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-07-31,1.11-210731.1304-005,10.0,1870.35,MASUK,10.0,1870.35
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-08-03,1.11-210803.1540-005,30.0,3410.32,MASUK,30.0,3410.32
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-08-12,1.13-210812.1650-002,15.0,3410.36,MASUK,15.0,3410.36
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-08-16,1.11-210816.1954-005,15.0,3410.26,MASUK,15.0,3410.26
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-08-23,1.11-210823.1356-005,15.0,3410.04,MASUK,15.0,3410.04
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-09-06,1.9-210906.1522-001,20.0,3410.51,MASUK,20.0,3410.51
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-09-20,1.11-210920.1300-003,10.0,3410.26,MASUK,10.0,3410.26
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-09-20,1.11-210920.1300-003,20.0,3410.26,MASUK,20.0,3410.26
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-09-25,1.13-210925.1627-002,30.0,1760.19,MASUK,30.0,1760.19
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-09-27,1.11-210927.1515-007,10.0,3410.18,MASUK,10.0,3410.18
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-10-18,1.13-211018.1857-006,15.0,3410.35,MASUK,15.0,3410.35
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-10-25,1.11-211025.1713-007,15.0,3410.23,MASUK,15.0,3410.23
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-10-28,1.9-211028.2003-009,15.0,3410.21,MASUK,15.0,3410.21
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-11-10,1.11-211110.1622-002,15.0,3308.06,MASUK,15.0,3308.06
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-11-15,1.11-211115.1447-003,15.0,3410.1,MASUK,15.0,3410.1
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-11-22,1.9-211122.1432-003,10.0,3410.22,MASUK,10.0,3410.22
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-11-25,1.12-211125.1404-001,15.0,3410.18,MASUK,15.0,3410.18
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-11-27,1.11-211127.1444-002,30.0,1760.21,MASUK,30.0,1760.21
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-12-08,1.11-211208.1505-009,10.0,3307.85,MASUK,10.0,3307.85
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-12-15,1.12-211215.1720-004,15.0,3308.15,MASUK,15.0,3308.15
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-12-15,1.11-211215.1441-001,20.0,1870.19,MASUK,20.0,1870.19
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-12-23,1.11-211223.1913-007,10.0,3410.53,MASUK,10.0,3410.53
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-12-29,1.13-211229.1332-006,10.0,3307.83,MASUK,10.0,3307.83
N0000002,NATRIUM DIKLOFENAK 50MG,STRIP,2021-12-29,1.13-211229.1322-003,30.0,1760.3,MASUK,30.0,1760.3
N0000003,NATUR E (16),STRIP,2021-01-13,1.6-210113.0840-008,24.0,4078.71,MASUK,24.0,4078.71
N0000003,NATUR E (16),STRIP,2021-01-27,1.11-210127.0531-012,12.0,4079.02,MASUK,12.0,4079.02
N0000003,NATUR E (16),STRIP,2021-02-01,1.11-210201.1814-005,12.0,4162.62,MASUK,12.0,4162.62
N0000003,NATUR E (16),STRIP,2021-03-24,1.12-210324.1300-007,24.0,4078.87,MASUK,24.0,4078.87
N0000003,NATUR E (16),STRIP,2021-04-27,1.9-210427.0823-001,12.0,4162.21,MASUK,12.0,4162.21
N0000003,NATUR E (16),STRIP,2021-04-28,1.9-210428.1111-006,12.0,3995.47,MASUK,12.0,3995.47
N0000003,NATUR E (16),STRIP,2021-05-05,1.12-210505.1855-004,8.0,4079.05,MASUK,8.0,4079.05
N0000003,NATUR E (16),STRIP,2021-06-09,1.11-210609.1300-003,12.0,3995.4,MASUK,12.0,3995.4
N0000003,NATUR E (16),STRIP,2021-06-16,1.11-210616.1253-005,8.0,3995.61,MASUK,8.0,3995.61
N0000003,NATUR E (16),STRIP,2021-06-23,1.13-210623.1138-007,12.0,3995.5,MASUK,12.0,3995.5
N0000003,NATUR E (16),STRIP,2021-07-17,1.13-210717.1634-004,24.0,3995.46,MASUK,24.0,3995.46
N0000003,NATUR E (16),STRIP,2021-07-21,1.11-210721.2013-009,12.0,3995.42,MASUK,12.0,3995.42
N0000003,NATUR E (16),STRIP,2021-08-09,1.9-210809.1722-006,12.0,4161.84,MASUK,12.0,4161.84
N0000003,NATUR E (16),STRIP,2021-08-12,1.11-210812.1310-007,12.0,4078.7,MASUK,12.0,4078.7
N0000003,NATUR E (16),STRIP,2021-08-25,1.11-210825.1748-008,12.0,4078.78,MASUK,12.0,4078.78
N0000003,NATUR E (16),STRIP,2021-09-01,1.11-210901.1434-004,8.0,4078.84,MASUK,8.0,4078.84
N0000003,NATUR E (16),STRIP,2021-09-13,1.11-210913.1608-008,12.0,4166.67,MASUK,12.0,4166.67
N0000003,NATUR E (16),STRIP,2021-10-02,1.11-211002.1659-004,8.0,3995.59,MASUK,8.0,3995.59
N0000003,NATUR E (16),STRIP,2021-10-04,1.12-211004.1317-010,8.0,4161.82,MASUK,8.0,4161.82
N0000003,NATUR E (16),STRIP,2021-10-18,1.12-211018.1755-003,12.0,4161.85,MASUK,12.0,4161.85
N0000003,NATUR E (16),STRIP,2021-10-30,1.11-211030.2004-003,12.0,4078.7,MASUK,12.0,4078.7
N0000003,NATUR E (16),STRIP,2021-11-10,1.11-211110.1628-003,8.0,3995.38,MASUK,8.0,3995.38
N0000003,NATUR E (16),STRIP,2021-11-17,1.11-211117.1248-006,12.0,3995.5,MASUK,12.0,3995.5
N0000003,NATUR E (16),STRIP,2021-11-24,1.12-211124.1204-007,12.0,3995.63,MASUK,12.0,3995.63
N0000003,NATUR E (16),STRIP,2021-12-04,1.11-211204.1630-005,8.0,7160.55,MASUK,8.0,7160.55
N0000003,NATUR E (16),STRIP,2021-12-08,1.11-211208.1358-004,12.0,4078.89,MASUK,12.0,4078.89
N0000003,NATUR E (16),STRIP,2021-12-15,1.11-211215.1540-007,8.0,4078.86,MASUK,8.0,4078.86
N0000003,NATUR E (16),STRIP,2021-12-29,1.11-211229.1503-009,12.0,3995.4,MASUK,12.0,3995.4
N000000353,NUTRAFOR WHITE BEAUTY,BTL,2021-04-22,1.13-210422.1854-001,2.0,21969.23,MASUK,2.0,21969.23
N000000353,NUTRAFOR WHITE BEAUTY,BTL,2021-04-22,1.13-210422.1854-001,2.0,18830.77,MASUK,2.0,18830.77
N0000004,NEO HORMOVITON,STRIP,2021-02-15,1.11-210215.1708-004,10.0,6579.69,MASUK,10.0,6579.69
N0000004,NEO HORMOVITON,STRIP,2021-03-17,1.11-210317.1541-003,10.0,6448.36,MASUK,10.0,6448.36
N0000004,NEO HORMOVITON,STRIP,2021-05-31,1.11-210531.1346-002,10.0,6579.9,MASUK,10.0,6579.9
N0000004,NEO HORMOVITON,STRIP,2021-06-21,1.13-210621.0836-001,10.0,6581.14,MASUK,10.0,6581.14
N0000004,NEO HORMOVITON,STRIP,2021-07-13,1.13-210713.2036-007,10.0,6579.06,MASUK,10.0,6579.06
N0000004,NEO HORMOVITON,STRIP,2021-08-02,1.13-210802.1334-004,20.0,6579.66,MASUK,20.0,6579.66
N0000004,NEO HORMOVITON,STRIP,2021-08-11,1.11-210811.1252-005,20.0,6250.11,MASUK,20.0,6250.11
N0000004,NEO HORMOVITON,STRIP,2021-10-04,1.12-211004.1313-009,10.0,6581.63,MASUK,10.0,6581.63
N0000004,NEO HORMOVITON,STRIP,2021-10-28,1.11-211028.1258-002,10.0,6138.33,MASUK,10.0,6138.33
N0000004,NEO HORMOVITON,STRIP,2021-11-26,1.11-211126.1619-002,10.0,6480.75,MASUK,10.0,6480.75
N0000005,NEO NAPACIN,STRIP,2021-01-22,1.9-210122.0239-002,50.0,2342.16,MASUK,50.0,2342.16
N0000005,NEO NAPACIN,STRIP,2021-03-05,1.11-210305.1423-002,50.0,2341.48,MASUK,50.0,2341.48
N0000005,NEO NAPACIN,STRIP,2021-06-07,1.11-210607.1718-007,50.0,2622.6,MASUK,50.0,2622.6
N0000005,NEO NAPACIN,STRIP,2021-07-26,1.6-210726.1944-004,50.0,2622.54,MASUK,50.0,2622.54
N0000005,NEO NAPACIN,STRIP,2021-09-08,1.11-210908.1959-015,50.0,2342.04,MASUK,50.0,2342.04
N0000005,NEO NAPACIN,STRIP,2021-10-13,1.11-211013.1609-006,50.0,2622.72,MASUK,50.0,2622.72
N0000005,NEO NAPACIN,STRIP,2021-11-25,1.12-211125.1438-005,50.0,2342.0,MASUK,50.0,2342.0
N0000006,NEO RHEUMACYL,STRIP,2021-01-25,1.11-210125.0132-002,24.0,7325.99,MASUK,24.0,7325.99
N0000006,NEO RHEUMACYL,STRIP,2021-02-08,1.11-210208.1537-006,24.0,7325.85,MASUK,24.0,7325.85
N0000006,NEO RHEUMACYL,STRIP,2021-03-15,1.12-210315.1605-003,24.0,7326.36,MASUK,24.0,7326.36
N0000006,NEO RHEUMACYL,STRIP,2021-04-09,1.11-210409.1252-001,24.0,7281.72,MASUK,24.0,7281.72
N0000006,NEO RHEUMACYL,STRIP,2021-04-26,1.13-210426.1518-004,25.0,7033.2,MASUK,25.0,7033.2
N0000006,NEO RHEUMACYL,STRIP,2021-06-01,1.13-210601.1935-001,24.0,8080.89,MASUK,24.0,8080.89
N0000006,NEO RHEUMACYL,STRIP,2021-07-06,1.13-210706.0849-002,24.0,8080.71,MASUK,24.0,8080.71
N0000006,NEO RHEUMACYL,STRIP,2021-08-06,1.11-210806.1921-006,24.0,8080.73,MASUK,24.0,8080.73
N0000006,NEO RHEUMACYL,STRIP,2021-08-11,1.11-210811.1252-005,24.0,7461.45,MASUK,24.0,7461.45
N0000006,NEO RHEUMACYL,STRIP,2021-10-02,1.11-211002.1714-008,24.0,8080.65,MASUK,24.0,8080.65
N0000006,NEO RHEUMACYL,STRIP,2021-10-28,1.11-211028.1258-002,24.0,7461.52,MASUK,24.0,7461.52
N0000006,NEO RHEUMACYL,STRIP,2021-10-28,1.11-211028.1233-001,24.0,8080.61,MASUK,24.0,8080.61
N0000006,NEO RHEUMACYL,STRIP,2021-12-21,1.11-211221.1935-004,24.0,7461.81,MASUK,24.0,7461.81
N0000007,NEO RHEUMACYL NEURO,STRIP,2021-08-11,1.11-210811.1252-005,12.0,8372.59,MASUK,12.0,8372.59
N0000008,NEOZEP,STRIP,2021-04-07,1.11-210407.1539-009,25.0,2074.91,MASUK,25.0,2074.91
N0000008,NEOZEP,STRIP,2021-05-29,1.11-210529.1830-006,25.0,2074.49,MASUK,25.0,2074.49
N0000008,NEOZEP,STRIP,2021-06-07,1.11-210607.1603-001,25.0,2117.48,MASUK,25.0,2117.48
N0000008,NEOZEP,STRIP,2021-08-09,1.11-210809.1342-004,25.0,2116.95,MASUK,25.0,2116.95
N0000008,NEOZEP,STRIP,2021-10-11,1.11-211011.1826-004,25.0,2116.65,MASUK,25.0,2116.65
N0000009,NEPHROLIT,STRIP,2021-02-10,1.9-210210.1254-004,20.0,2574.28,MASUK,20.0,2574.28
N0000009,NEPHROLIT,STRIP,2021-03-24,1.11-210324.1153-002,20.0,2574.22,MASUK,20.0,2574.22
N0000009,NEPHROLIT,STRIP,2021-05-25,1.11-210525.1515-004,20.0,2574.37,MASUK,20.0,2574.37
N0000009,NEPHROLIT,STRIP,2021-08-11,1.11-210811.1231-001,20.0,2574.8,MASUK,20.0,2574.8
N0000009,NEPHROLIT,STRIP,2021-09-23,1.9-210923.0850-002,20.0,2574.38,MASUK,20.0,2574.38
N0000009,NEPHROLIT,STRIP,2021-12-29,1.11-211229.1442-004,20.0,2574.36,MASUK,20.0,2574.36
N0000010,NEURALGIN RX,STRIP,2021-01-11,1.13-210111.0108-002,10.0,7601.4,MASUK,10.0,7601.4
N0000010,NEURALGIN RX,STRIP,2021-02-03,1.11-210203.1242-004,10.0,8250.79,MASUK,10.0,8250.79
N0000010,NEURALGIN RX,STRIP,2021-02-10,1.9-210210.1254-004,10.0,7838.36,MASUK,10.0,7838.36
N0000010,NEURALGIN RX,STRIP,2021-03-02,1.13-210302.1154-002,10.0,8172.33,MASUK,10.0,8172.33
N0000010,NEURALGIN RX,STRIP,2021-03-10,1.12-210310.1910-001,10.0,8003.26,MASUK,10.0,8003.26
N0000010,NEURALGIN RX,STRIP,2021-03-31,1.13-210331.1247-002,10.0,8003.46,MASUK,10.0,8003.46
N0000010,NEURALGIN RX,STRIP,2021-03-31,1.11-210331.1452-001,10.0,7838.25,MASUK,10.0,7838.25
N0000010,NEURALGIN RX,STRIP,2021-04-28,1.9-210428.1120-007,10.0,8003.46,MASUK,10.0,8003.46
N0000010,NEURALGIN RX,STRIP,2021-05-29,1.11-210529.1722-002,20.0,7219.68,MASUK,20.0,7219.68
N0000010,NEURALGIN RX,STRIP,2021-06-02,1.11-210602.1641-005,10.0,7838.68,MASUK,10.0,7838.68
N0000010,NEURALGIN RX,STRIP,2021-07-03,1.13-210703.1645-001,10.0,8250.31,MASUK,10.0,8250.31
N0000010,NEURALGIN RX,STRIP,2021-07-14,1.13-210714.1512-004,20.0,7838.46,MASUK,20.0,7838.46
N0000010,NEURALGIN RX,STRIP,2021-07-17,1.13-210717.1529-003,20.0,8250.28,MASUK,20.0,8250.28
N0000010,NEURALGIN RX,STRIP,2021-07-28,1.13-210728.1811-009,10.0,7837.9,MASUK,10.0,7837.9
N0000010,NEURALGIN RX,STRIP,2021-08-02,1.13-210802.1325-001,10.0,7735.34,MASUK,10.0,7735.34
N0000010,NEURALGIN RX,STRIP,2021-08-21,1.11-210821.1602-003,20.0,8250.72,MASUK,20.0,8250.72
N0000010,NEURALGIN RX,STRIP,2021-09-20,1.11-210920.1842-006,10.0,7731.75,MASUK,10.0,7731.75
N0000010,NEURALGIN RX,STRIP,2021-10-06,1.11-211006.1246-004,10.0,7837.92,MASUK,10.0,7837.92
N0000010,NEURALGIN RX,STRIP,2021-11-01,1.11-211101.1332-003,10.0,7731.5,MASUK,10.0,7731.5
N0000010,NEURALGIN RX,STRIP,2021-11-10,1.11-211110.1728-006,10.0,7838.44,MASUK,10.0,7838.44
N0000010,NEURALGIN RX,STRIP,2021-11-24,1.12-211124.1425-008,10.0,8250.29,MASUK,10.0,8250.29
N0000010,NEURALGIN RX,STRIP,2021-12-15,1.12-211215.1934-007,10.0,8250.15,MASUK,10.0,8250.15
N00000100,NUFADOL KAPS PCT,STRIP,2021-01-27,1.11-210127.0356-002,10.0,2675.01,MASUK,10.0,2675.01
N00000100,NUFADOL KAPS PCT,STRIP,2021-05-05,1.13-210505.1745-003,10.0,2700.04,MASUK,10.0,2700.04
N00000100,NUFADOL KAPS PCT,STRIP,2021-06-09,1.9-210609.1624-006,10.0,2700.06,MASUK,10.0,2700.06
N00000100,NUFADOL KAPS PCT,STRIP,2021-07-21,1.11-210721.1938-005,10.0,2700.19,MASUK,10.0,2700.19
N00000100,NUFADOL KAPS PCT,STRIP,2021-09-29,1.11-210929.1721-003,10.0,2775.21,MASUK,10.0,2775.21
N00000100,NUFADOL KAPS PCT,STRIP,2021-12-22,1.11-211222.1957-010,10.0,2775.24,MASUK,10.0,2775.24
N00000102,NATUR E ADVANCE (32),BOX,2021-05-03,1.11-210503.2029-008,1.0,68410.78,MASUK,1.0,68410.78
N00000102,NATUR E ADVANCE (32),BOX,2021-08-04,1.11-210804.1517-005,2.0,67037.16,MASUK,2.0,67037.16
N0000011,NEUROBION 5000 TAB,STRIP,2021-01-13,1.6-210113.0840-008,25.0,32874.94,MASUK,25.0,32874.94
N0000011,NEUROBION 5000 TAB,STRIP,2021-02-06,1.13-210206.1012-001,25.0,33044.53,MASUK,25.0,33044.53
N0000011,NEUROBION 5000 TAB,STRIP,2021-03-17,1.11-210317.1454-001,25.0,34207.16,MASUK,25.0,34207.16
N0000011,NEUROBION 5000 TAB,STRIP,2021-04-21,1.11-210421.1256-002,25.0,34033.3,MASUK,25.0,34033.3
N0000011,NEUROBION 5000 TAB,STRIP,2021-05-19,1.12-210519.1253-001,25.0,34206.78,MASUK,25.0,34206.78
N0000011,NEUROBION 5000 TAB,STRIP,2021-06-02,1.11-210602.1610-002,25.0,34207.38,MASUK,25.0,34207.38
N0000011,NEUROBION 5000 TAB,STRIP,2021-06-23,1.13-210623.1138-007,25.0,34206.98,MASUK,25.0,34206.98
N0000011,NEUROBION 5000 TAB,STRIP,2021-07-17,1.13-210717.1634-004,25.0,33861.1,MASUK,25.0,33861.1
N0000011,NEUROBION 5000 TAB,STRIP,2021-07-28,1.13-210728.1740-003,24.0,33861.25,MASUK,24.0,33861.25
N0000011,NEUROBION 5000 TAB,STRIP,2021-08-12,1.11-210812.1310-007,12.0,35277.79,MASUK,12.0,35277.79
N0000011,NEUROBION 5000 TAB,STRIP,2021-08-12,1.11-210812.1239-003,25.0,34034.92,MASUK,25.0,34034.92
N0000011,NEUROBION 5000 TAB,STRIP,2021-09-01,1.11-210901.1434-004,25.0,35269.67,MASUK,25.0,35269.67
N0000011,NEUROBION 5000 TAB,STRIP,2021-10-02,1.11-211002.1659-004,25.0,35269.59,MASUK,25.0,35269.59
N0000011,NEUROBION 5000 TAB,STRIP,2021-10-25,1.11-211025.1646-004,25.0,35624.02,MASUK,25.0,35624.02
N0000011,NEUROBION 5000 TAB,STRIP,2021-11-17,1.11-211117.1248-006,25.0,35268.88,MASUK,25.0,35268.88
N0000011,NEUROBION 5000 TAB,STRIP,2021-12-04,1.11-211204.1630-005,25.0,35268.75,MASUK,25.0,35268.75
N0000011,NEUROBION 5000 TAB,STRIP,2021-12-29,1.11-211229.1503-009,25.0,35267.92,MASUK,25.0,35267.92
N0000012,NEUROBION TAB,STRIP,2021-01-11,1.13-210111.0108-002,25.0,18573.38,MASUK,25.0,18573.38
N0000012,NEUROBION TAB,STRIP,2021-01-20,1.11-210120.0829-003,25.0,18387.05,MASUK,25.0,18387.05
N0000012,NEUROBION TAB,STRIP,2021-03-17,1.11-210317.1639-005,100.0,1243.0,MASUK,100.0,1243.0
N0000012,NEUROBION TAB,STRIP,2021-03-24,1.12-210324.1300-007,25.0,18387.82,MASUK,25.0,18387.82
N0000012,NEUROBION TAB,STRIP,2021-04-21,1.12-210421.1409-008,25.0,19306.89,MASUK,25.0,19306.89
N0000012,NEUROBION TAB,STRIP,2021-06-16,1.11-210616.1235-002,25.0,19209.03,MASUK,25.0,19209.03
N0000012,NEUROBION TAB,STRIP,2021-07-14,1.13-210714.1447-002,5.0,20600.0,MASUK,5.0,20600.0
N0000012,NEUROBION TAB,STRIP,2021-07-17,1.13-210717.1634-004,25.0,19111.41,MASUK,25.0,19111.41
N0000012,NEUROBION TAB,STRIP,2021-08-04,1.11-210804.1517-005,25.0,19306.51,MASUK,25.0,19306.51
N0000012,NEUROBION TAB,STRIP,2021-09-21,1.13-210921.1840-005,25.0,19307.51,MASUK,25.0,19307.51
N0000012,NEUROBION TAB,STRIP,2021-09-22,1.13-210922.1841-011,25.0,19306.29,MASUK,25.0,19306.29
N0000012,NEUROBION TAB,STRIP,2021-09-23,1.11-210923.1541-004,100.0,1243.2,MASUK,100.0,1243.2
N0000012,NEUROBION TAB,STRIP,2021-12-16,1.13-211216.1824-005,100.0,1243.0,MASUK,100.0,1243.0
N0000015,NEUROSANBE TAB,STRIP,2021-02-10,1.9-210210.1254-004,3.0,8600.94,MASUK,3.0,8600.94
N0000015,NEUROSANBE TAB,STRIP,2021-03-03,1.11-210303.1725-003,10.0,13145.75,MASUK,10.0,13145.75
N0000015,NEUROSANBE TAB,STRIP,2021-03-17,1.12-210317.1108-003,1.0,8601.04,MASUK,1.0,8601.04
N0000015,NEUROSANBE TAB,STRIP,2021-05-19,1.12-210519.1417-008,3.0,8600.96,MASUK,3.0,8600.96
N0000015,NEUROSANBE TAB,STRIP,2021-05-25,1.11-210525.1515-004,6.0,8601.23,MASUK,6.0,8601.23
N0000015,NEUROSANBE TAB,STRIP,2021-07-21,1.11-210721.1938-005,3.0,8600.59,MASUK,3.0,8600.59
N0000015,NEUROSANBE TAB,STRIP,2021-07-23,1.12-210723.1939-002,10.0,13146.44,MASUK,10.0,13146.44
N0000015,NEUROSANBE TAB,STRIP,2021-08-25,1.13-210825.1411-003,3.0,8600.79,MASUK,3.0,8600.79
N0000015,NEUROSANBE TAB,STRIP,2021-10-27,1.11-211027.1242-005,3.0,8600.36,MASUK,3.0,8600.36
N0000015,NEUROSANBE TAB,STRIP,2021-12-01,1.12-211201.1218-003,3.0,8601.09,MASUK,3.0,8601.09
N0000015,NEUROSANBE TAB,STRIP,2021-12-22,1.11-211222.1940-008,3.0,8601.01,MASUK,3.0,8601.01
N0000017,NEW DIATAB,STRIP,2021-09-06,1.11-210906.1234-006,25.0,2228.63,MASUK,25.0,2228.63
N0000017,NEW DIATAB,STRIP,2021-11-22,1.11-211122.1258-004,25.0,2228.75,MASUK,25.0,2228.75
N0000018,NIFEDIPIN 10MG,STRIP,2021-08-25,1.11-210825.1728-005,10.0,1483.85,MASUK,10.0,1483.85
N0000021,NORIT,BTL,2021-06-17,1.11-210617.1254-002,3.0,14049.2,MASUK,3.0,14049.2
N0000021,NORIT,BTL,2021-08-09,1.9-210809.1722-006,1.0,122013.68,MASUK,1.0,122013.68
N0000021,NORIT,BTL,2021-11-04,1.11-211104.1513-003,6.0,13206.06,MASUK,6.0,13206.06
N0000023,NUTRIV BENECOL BCR,BTL,2021-02-05,1.13-210205.1346-001,12.0,6274.76,MASUK,12.0,6274.76
N0000023,NUTRIV BENECOL BCR,BTL,2021-03-08,1.13-210308.2006-002,6.0,6274.69,MASUK,6.0,6274.69
N0000023,NUTRIV BENECOL BCR,BTL,2021-04-19,1.13-210419.1946-001,6.0,6274.79,MASUK,6.0,6274.79
N0000023,NUTRIV BENECOL BCR,BTL,2021-04-21,1.11-210421.1231-001,6.0,6274.42,MASUK,6.0,6274.42
N0000023,NUTRIV BENECOL BCR,BTL,2021-06-05,1.11-210605.1452-002,6.0,6274.57,MASUK,6.0,6274.57
N0000023,NUTRIV BENECOL BCR,BTL,2021-06-21,1.11-210621.1824-004,6.0,6274.61,MASUK,6.0,6274.61
N0000023,NUTRIV BENECOL BCR,BTL,2021-07-03,1.13-210703.1645-001,6.0,6274.64,MASUK,6.0,6274.64
N0000023,NUTRIV BENECOL BCR,BTL,2021-07-17,1.13-210717.1529-003,6.0,6274.61,MASUK,6.0,6274.61
N0000023,NUTRIV BENECOL BCR,BTL,2021-07-24,1.13-210724.0834-003,6.0,6274.56,MASUK,6.0,6274.56
N0000023,NUTRIV BENECOL BCR,BTL,2021-08-04,1.13-210804.1228-002,6.0,6274.68,MASUK,6.0,6274.68
